date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:57:17	52880/52880	---M--	200	added ('OK')	image/png	etag:%22b033a5e4948706bc857bf2186686d2b0-ssl%22	https://zizone.netlify.app/img/core-img/about2.png	C:/Users/umang/Desktop/Amu/zizone.netlify.app/img/core-img/about2.png	(from https://zizone.netlify.app/faq.html)
11:57:17	16995/16995	---M--	200	added ('OK')	image/jpeg	etag:%2250eb5d9b0775e3436d2007f464d94e04-ssl%22	https://zizone.netlify.app/img/test-img/2.jpg	C:/Users/umang/Desktop/Amu/zizone.netlify.app/img/test-img/2.jpg	(from https://zizone.netlify.app/index-single-blog.html)
11:57:17	18013/18013	---M--	200	added ('OK')	image/jpeg	etag:%22036bd7cd92ea42b40aeb5ea96149c24e-ssl%22	https://zizone.netlify.app/img/test-img/3.jpg	C:/Users/umang/Desktop/Amu/zizone.netlify.app/img/test-img/3.jpg	(from https://zizone.netlify.app/index-single-blog.html)
11:57:19	1264/1264	---M-Z	200	added ('OK')	application/octet-stream	etag:%2212935f40eba6e707bc09fe77b8df3129-ssl-df%22	https://zizone.netlify.app/fonts/classycb9b.eot?fftrrv	C:/Users/umang/Desktop/Amu/zizone.netlify.app/fonts/classycb9bcb9b.eot	(from https://zizone.netlify.app/css/classy-nav.min.css)
11:57:19	1100/1100	---M--	200	added ('OK')	font/ttf	etag:%22c78eddda8f5a8d6d1692d524f161151c-ssl%22	https://zizone.netlify.app/fonts/classycb9b.ttf?fftrrv	C:/Users/umang/Desktop/Amu/zizone.netlify.app/fonts/classycb9bcb9b.ttf	(from https://zizone.netlify.app/css/classy-nav.min.css)
11:57:19	1176/1176	---M-Z	200	added ('OK')	application/font-woff	etag:%22e203f9d6e29d5368cd27985726efa16d-ssl-df%22	https://zizone.netlify.app/fonts/classycb9b.woff?fftrrv	C:/Users/umang/Desktop/Amu/zizone.netlify.app/fonts/classycb9bcb9b.woff	(from https://zizone.netlify.app/css/classy-nav.min.css)
11:57:20	781/781	---M--	200	added ('OK')	image/svg+xml	etag:%22a7c97ff008fc48ca3e2c28dcc820c279-ssl%22	https://zizone.netlify.app/fonts/classycb9b.svg?fftrrv	C:/Users/umang/Desktop/Amu/zizone.netlify.app/fonts/classycb9bcb9b.svg	(from https://zizone.netlify.app/css/classy-nav.min.css)
11:57:21	1148/1148	---M-Z	200	added ('OK')	text/html	etag:%2254272f9c337ed8c8fd6ace2dfebdd812-ssl-df%22	https://zizone.netlify.app/css/img/grey_wash_wall.html	C:/Users/umang/Desktop/Amu/zizone.netlify.app/css/img/grey_wash_wall.html	(from https://zizone.netlify.app/css/dzsparallaxer.css)
11:57:21	1148/1148	---M-Z	200	added ('OK')	text/html	etag:%2254272f9c337ed8c8fd6ace2dfebdd812-ssl-df%22	https://zizone.netlify.app/css/img/fog_clouds_png_by_paradise234-d5czivb.html	C:/Users/umang/Desktop/Amu/zizone.netlify.app/css/img/fog_clouds_png_by_paradise234-d5czivb.html	(from https://zizone.netlify.app/css/dzsparallaxer.css)
11:57:21	1148/1148	---M-Z	200	added ('OK')	text/html	etag:%2254272f9c337ed8c8fd6ace2dfebdd812-ssl-df%22	https://zizone.netlify.app/css/owl.video.play.html	C:/Users/umang/Desktop/Amu/zizone.netlify.app/css/owl.video.play.html	(from https://zizone.netlify.app/css/owl.carousel.min.css)
11:57:22	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%223c437c341174d75b3bf5d2d5a134da0d-ssl%22	https://zizone.netlify.app/fonts/fontawesome-webfont3e6e.woff2?v=4.7.0	C:/Users/umang/Desktop/Amu/zizone.netlify.app/fonts/fontawesome-webfont3e6e3e6e.woff2	(from https://zizone.netlify.app/css/font-awesome.min.css)
11:57:23	165742/165742	---MCZ	200	added ('OK')	application/octet-stream	etag:%223277c11e6461ed25cef5e4941ad29245-ssl-df%22	https://zizone.netlify.app/fonts/fontawesome-webfont3e6e.eot?v=4.7.0	C:/Users/umang/Desktop/Amu/zizone.netlify.app/fonts/fontawesome-webfont3e6e3e6e.eot	(from https://zizone.netlify.app/css/font-awesome.min.css)
11:57:23	165742/165742	---MCZ	200	added ('OK')	application/octet-stream	etag:%223277c11e6461ed25cef5e4941ad29245-ssl-df%22	https://zizone.netlify.app/fonts/fontawesome-webfontd41d.eot?	C:/Users/umang/Desktop/Amu/zizone.netlify.app/fonts/fontawesome-webfontd41dd41d.eot	(from https://zizone.netlify.app/css/font-awesome.min.css)
11:57:23	98024/98024	---MCZ	200	added ('OK')	application/font-woff	etag:%22ba421a370eabbc3d43585a770be1e18b-ssl-df%22	https://zizone.netlify.app/fonts/fontawesome-webfont3e6e.woff?v=4.7.0	C:/Users/umang/Desktop/Amu/zizone.netlify.app/fonts/fontawesome-webfont3e6e3e6e.woff	(from https://zizone.netlify.app/css/font-awesome.min.css)
11:57:24	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%2270ff12bbc965c9bb40dc96081062bebe-ssl%22	https://zizone.netlify.app/fonts/fontawesome-webfont3e6e.ttf?v=4.7.0	C:/Users/umang/Desktop/Amu/zizone.netlify.app/fonts/fontawesome-webfont3e6e3e6e.ttf	(from https://zizone.netlify.app/css/font-awesome.min.css)
11:57:24	78748/78748	---MCZ	200	added ('OK')	application/octet-stream	etag:%22c82b33158fd397c8db4997b1f9722710-ssl-df%22	https://zizone.netlify.app/fonts/themify9f24.eot?-fvbane	C:/Users/umang/Desktop/Amu/zizone.netlify.app/fonts/themify9f249f24.eot	(from https://zizone.netlify.app/css/themify-icons.css)
11:57:25	56108/56108	---MCZ	200	added ('OK')	application/font-woff	etag:%228b2083c7630e4253c9f11a2fcdf95379-ssl-df%22	https://zizone.netlify.app/fonts/themify9f24.woff?-fvbane	C:/Users/umang/Desktop/Amu/zizone.netlify.app/fonts/themify9f249f24.woff	(from https://zizone.netlify.app/css/themify-icons.css)
11:57:25	78748/78748	---MCZ	200	added ('OK')	application/octet-stream	etag:%22c82b33158fd397c8db4997b1f9722710-ssl-df%22	https://zizone.netlify.app/fonts/themifyd41d.eot?	C:/Users/umang/Desktop/Amu/zizone.netlify.app/fonts/themifyd41dd41d.eot	(from https://zizone.netlify.app/css/themify-icons.css)
11:57:25	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:%226fbd06ce2be0d05e10b5320f3fe58186-ssl-df%22	https://zizone.netlify.app/fonts/fontawesome-webfont3e6e.svg?v=4.7.0	C:/Users/umang/Desktop/Amu/zizone.netlify.app/fonts/fontawesome-webfont3e6e3e6e.svg	(from https://zizone.netlify.app/css/font-awesome.min.css)
11:57:25	78584/78584	---M--	200	added ('OK')	font/ttf	etag:%2252cec380699390743f77c2245f9451dd-ssl%22	https://zizone.netlify.app/fonts/themify9f24.ttf?-fvbane	C:/Users/umang/Desktop/Amu/zizone.netlify.app/fonts/themify9f249f24.ttf	(from https://zizone.netlify.app/css/themify-icons.css)
11:57:26	234269/234269	---MCZ	200	added ('OK')	image/svg+xml	etag:%2252694282ca74eeee22385b7b0d056b03-ssl-df%22	https://zizone.netlify.app/fonts/themify9f24.svg?-fvbane	C:/Users/umang/Desktop/Amu/zizone.netlify.app/fonts/themify9f249f24.svg	(from https://zizone.netlify.app/css/themify-icons.css)
